idciudad,idpais,ciudad,activo
1892,1,Pina de Montalgrao,TRUE
1893,1,"Pobla de Benifassà, la",TRUE
1894,1,"Pobla Tornesa, la",TRUE
1895,1,Portell de Morella,TRUE
1896,1,Puebla de Arenoso,TRUE
1897,1,Ribesalbes,TRUE
1898,1,Rossell,TRUE
1899,1,Sacañet,TRUE
1900,1,"Salzadella, la",TRUE
1901,1,San Rafael del Río,TRUE
1902,1,Sant Joan de Moró,TRUE
1903,1,Sant Jordi/San Jorge,TRUE
1904,1,Sant Mateu,TRUE
1905,1,Santa Magdalena de Pulpis,TRUE
1906,1,Segorbe,TRUE
1907,1,"Serratella, la",TRUE
1908,1,Sierra Engarcerán,TRUE
1909,1,Soneja,TRUE
1910,1,Sot de Ferrer,TRUE
1911,1,Suera/Sueras,TRUE
1912,1,Tales,TRUE
1913,1,Teresa,TRUE
1914,1,Tírig,TRUE
1915,1,Todolella,TRUE
1916,1,Toga,TRUE
1917,1,Torás,TRUE
1918,1,"Toro, El",TRUE
1919,1,Torralba del Pinar,TRUE
1920,1,"Torre d'en Besora, la",TRUE
1921,1,"Torre d'en Doménec, la",TRUE
1922,1,Torreblanca,TRUE
1923,1,Torrechiva,TRUE
1924,1,Traiguera,TRUE
1925,1,"Useres, les/Useras",TRUE
1926,1,Vall d'Alba,TRUE
1927,1,Vall de Almonacid,TRUE
1928,1,"Vall d'Uixó, la",TRUE
1929,1,Vallat,TRUE
1930,1,Vallibona,TRUE
1931,1,Vilafamés,TRUE
1932,1,Vilafranca/Villafranca del Cid,TRUE
1933,1,Vilanova d'Alcolea,TRUE
1934,1,Vilar de Canes,TRUE
1935,1,Vila-real,TRUE
1936,1,"Vilavella, la",TRUE
1937,1,Villahermosa del Río,TRUE
1938,1,Villamalur,TRUE
1939,1,Villanueva de Viver,TRUE
1940,1,Villores,TRUE
1941,1,Vinaròs,TRUE
1942,1,Vistabella del Maestrat,TRUE
1943,1,Viver,TRUE
1944,1,Xert,TRUE
1945,1,Xodos/Chodos,TRUE
1946,1,Zorita del Maestrazgo,TRUE
1947,1,Zucaina,TRUE
1948,1,Abenójar,TRUE
1949,1,Agudo,TRUE
1950,1,Alamillo,TRUE
1951,1,Albaladejo,TRUE
1952,1,Alcázar de San Juan,TRUE
1953,1,Alcoba,TRUE
1954,1,Alcolea de Calatrava,TRUE
1955,1,Alcubillas,TRUE
1956,1,Aldea del Rey,TRUE
1957,1,Alhambra,TRUE
1958,1,Almadén,TRUE
1959,1,Almadenejos,TRUE
1960,1,Almagro,TRUE
1961,1,Almedina,TRUE
1962,1,Almodóvar del Campo,TRUE
1963,1,Almuradiel,TRUE
1964,1,Anchuras,TRUE
1965,1,Arenales de San Gregorio,TRUE
1966,1,Arenas de San Juan,TRUE
1967,1,Argamasilla de Alba,TRUE
1968,1,Argamasilla de Calatrava,TRUE
1969,1,Arroba de los Montes,TRUE
1970,1,Ballesteros de Calatrava,TRUE
1971,1,Bolaños de Calatrava,TRUE
1972,1,Brazatortas,TRUE
1973,1,Cabezarados,TRUE
1974,1,Cabezarrubias del Puerto,TRUE
1975,1,Calzada de Calatrava,TRUE
1976,1,Campo de Criptana,TRUE
1977,1,Cañada de Calatrava,TRUE
1978,1,Caracuel de Calatrava,TRUE
1979,1,Carrión de Calatrava,TRUE
1980,1,Carrizosa,TRUE
1981,1,Castellar de Santiago,TRUE
1982,1,Chillón,TRUE
1983,1,Ciudad Real,TRUE
1984,1,Corral de Calatrava,TRUE
1985,1,"Cortijos, Los",TRUE
1986,1,Cózar,TRUE
1987,1,Daimiel,TRUE
1988,1,Fernán Caballero,TRUE
1989,1,Fontanarejo,TRUE
1990,1,Fuencaliente,TRUE
1991,1,Fuenllana,TRUE
1992,1,Fuente el Fresno,TRUE
1993,1,Granátula de Calatrava,TRUE
1994,1,Guadalmez,TRUE
1995,1,Herencia,TRUE
1996,1,Hinojosas de Calatrava,TRUE
1997,1,Horcajo de los Montes,TRUE
1998,1,"Labores, Las",TRUE
1999,1,Llanos del Caudillo,TRUE
2000,1,Luciana,TRUE
2001,1,Malagón,TRUE
2002,1,Manzanares,TRUE
2003,1,Membrilla,TRUE
2004,1,Mestanza,TRUE
2005,1,Miguelturra,TRUE
2006,1,Montiel,TRUE
2007,1,Moral de Calatrava,TRUE
2008,1,Navalpino,TRUE
2009,1,Navas de Estena,TRUE
2010,1,Pedro Muñoz,TRUE
2011,1,Picón,TRUE
2012,1,Piedrabuena,TRUE
2013,1,Poblete,TRUE
2014,1,Porzuna,TRUE
2015,1,Pozuelo de Calatrava,TRUE
2016,1,"Pozuelos de Calatrava, Los",TRUE
2017,1,Puebla de Don Rodrigo,TRUE
2018,1,Puebla del Príncipe,TRUE
2019,1,Puerto Lápice,TRUE
2020,1,Puertollano,TRUE
2021,1,Retuerta del Bullaque,TRUE
2022,1,"Robledo, El",TRUE
2023,1,Ruidera,TRUE
2024,1,Saceruela,TRUE
2025,1,San Carlos del Valle,TRUE
2026,1,San Lorenzo de Calatrava,TRUE
2027,1,Santa Cruz de los Cáñamos,TRUE
2028,1,Santa Cruz de Mudela,TRUE
2029,1,Socuéllamos,TRUE
2030,1,Solana del Pino,TRUE
2031,1,"Solana, La",TRUE
2032,1,Terrinches,TRUE
2033,1,Tomelloso,TRUE
2034,1,Torralba de Calatrava,TRUE
2035,1,Torre de Juan Abad,TRUE
2036,1,Torrenueva,TRUE
2037,1,Valdemanco del Esteras,TRUE
2038,1,Valdepeñas,TRUE
2039,1,Valenzuela de Calatrava,TRUE
2040,1,Villahermosa,TRUE
2041,1,Villamanrique,TRUE
2042,1,Villamayor de Calatrava,TRUE
2043,1,Villanueva de la Fuente,TRUE
2044,1,Villanueva de los Infantes,TRUE
2045,1,Villanueva de San Carlos,TRUE
2046,1,Villar del Pozo,TRUE
2047,1,Villarrubia de los Ojos,TRUE
2048,1,Villarta de San Juan,TRUE
2049,1,Viso del Marqués,TRUE
2050,1,Adamuz,TRUE
2051,1,Aguilar de la Frontera,TRUE
2052,1,Alcaracejos,TRUE
2053,1,Almedinilla,TRUE
2054,1,Almodóvar del Río,TRUE
2055,1,Añora,TRUE
2056,1,Baena,TRUE
2057,1,Belalcázar,TRUE
2058,1,Belmez,TRUE
2059,1,Benamejí,TRUE
2060,1,"Blázquez, Los",TRUE
2061,1,Bujalance,TRUE
2062,1,Cabra,TRUE
2063,1,Cañete de las Torres,TRUE
2064,1,Carcabuey,TRUE
2065,1,Cardeña,TRUE
2066,1,"Carlota, La",TRUE
2067,1,"Carpio, El",TRUE
2068,1,Castro del Río,TRUE
2069,1,Conquista,TRUE
2070,1,Córdoba,TRUE
2071,1,Doña Mencía,TRUE
2072,1,Dos Torres,TRUE
2073,1,Encinas Reales,TRUE
2074,1,Espejo,TRUE
2075,1,Espiel,TRUE
2076,1,Fernán-Núñez,TRUE
2077,1,Fuente Carreteros,TRUE
2078,1,Fuente la Lancha,TRUE
2079,1,Fuente Obejuna,TRUE
2080,1,Fuente Palmera,TRUE
2081,1,Fuente-Tójar,TRUE
2082,1,"Granjuela, La",TRUE
2083,1,Guadalcázar,TRUE
2084,1,"Guijarrosa, La",TRUE
2085,1,"Guijo, El",TRUE
2086,1,Hinojosa del Duque,TRUE
2087,1,Hornachuelos,TRUE
2088,1,Iznájar,TRUE
2089,1,Lucena,TRUE
2090,1,Luque,TRUE
2091,1,Montalbán de Córdoba,TRUE
2092,1,Montemayor,TRUE
2093,1,Montilla,TRUE
2094,1,Montoro,TRUE
2095,1,Monturque,TRUE
2096,1,Moriles,TRUE
2097,1,Nueva Carteya,TRUE
2098,1,Obejo,TRUE
2099,1,Palenciana,TRUE
2100,1,Palma del Río,TRUE
2101,1,Pedro Abad,TRUE
2102,1,Pedroche,TRUE
2103,1,Peñarroya-Pueblonuevo,TRUE
2104,1,Posadas,TRUE
2105,1,Pozoblanco,TRUE
2106,1,Priego de Córdoba,TRUE
2107,1,Puente Genil,TRUE
2108,1,"Rambla, La",TRUE
2109,1,Rute,TRUE
2110,1,San Sebastián de los Ballesteros,TRUE
2111,1,Santa Eufemia,TRUE
2112,1,Santaella,TRUE
2113,1,Torrecampo,TRUE
2114,1,Valenzuela,TRUE
2115,1,Valsequillo,TRUE
2116,1,"Victoria, La",TRUE
2117,1,Villa del Río,TRUE
2118,1,Villafranca de Córdoba,TRUE
2119,1,Villaharta,TRUE
2120,1,Villanueva de Córdoba,TRUE
2121,1,Villanueva del Duque,TRUE
2122,1,Villanueva del Rey,TRUE
2123,1,Villaralto,TRUE
2124,1,Villaviciosa de Córdoba,TRUE
2125,1,"Viso, El",TRUE
2126,1,Zuheros,TRUE
2127,1,Abegondo,TRUE
2128,1,Ames,TRUE
2129,1,Aranga,TRUE
2130,1,Ares,TRUE
2131,1,Arteixo,TRUE
2132,1,Arzúa,TRUE
2133,1,"Baña, A",TRUE
2134,1,Bergondo,TRUE
2135,1,Betanzos,TRUE
2136,1,Boimorto,TRUE
2137,1,Boiro,TRUE
2138,1,Boqueixón,TRUE
2139,1,Brión,TRUE
2140,1,Cabana de Bergantiños,TRUE
2141,1,Cabanas,TRUE
2142,1,Camariñas,TRUE
2143,1,Cambre,TRUE
2144,1,"Capela, A",TRUE
2145,1,Carballo,TRUE
2146,1,Cariño,TRUE
2147,1,Carnota,TRUE
2148,1,Carral,TRUE
2149,1,Cedeira,TRUE
2150,1,Cee,TRUE
2151,1,Cerceda,TRUE
2152,1,Cerdido,TRUE
2153,1,Coirós,TRUE
2154,1,Corcubión,TRUE
2155,1,Coristanco,TRUE
2156,1,"Coruña, A",TRUE
2157,1,Culleredo,TRUE
2158,1,Curtis,TRUE
2159,1,Dodro,TRUE
2160,1,Dumbría,TRUE
2161,1,Fene,TRUE
2162,1,Ferrol,TRUE
2163,1,Fisterra,TRUE
2164,1,Frades,TRUE
2165,1,Irixoa,TRUE
2166,1,"Laracha, A",TRUE
2167,1,Laxe,TRUE
2168,1,Lousame,TRUE
2169,1,Malpica de Bergantiños,TRUE
2170,1,Mañón,TRUE
2171,1,Mazaricos,TRUE
2172,1,Melide,TRUE
2173,1,Mesía,TRUE
2174,1,Miño,TRUE
2175,1,Moeche,TRUE
2176,1,Monfero,TRUE
2177,1,Mugardos,TRUE
2178,1,Muros,TRUE
2179,1,Muxía,TRUE
2180,1,Narón,TRUE
2181,1,Neda,TRUE
2182,1,Negreira,TRUE
2183,1,Noia,TRUE
2184,1,Oleiros,TRUE
2185,1,Ordes,TRUE
2186,1,Oroso,TRUE
2187,1,Ortigueira,TRUE
2188,1,Outes,TRUE
2189,1,Oza-Cesuras,TRUE
2190,1,Paderne,TRUE
2191,1,Padrón,TRUE
2192,1,"Pino, O",TRUE
2193,1,"Pobra do Caramiñal, A",TRUE
2194,1,Ponteceso,TRUE
2195,1,Pontedeume,TRUE
2196,1,"Pontes de García Rodríguez, As",TRUE
2197,1,Porto do Son,TRUE
2198,1,Rianxo,TRUE
2199,1,Ribeira,TRUE
2200,1,Rois,TRUE
2201,1,Sada,TRUE
2202,1,San Sadurniño,TRUE
2203,1,Santa Comba,TRUE
2204,1,Santiago de Compostela,TRUE
2205,1,Santiso,TRUE
2206,1,Sobrado,TRUE
2207,1,"Somozas, As",TRUE
2208,1,Teo,TRUE
2209,1,Toques,TRUE
2210,1,Tordoia,TRUE
2211,1,Touro,TRUE
2212,1,Trazo,TRUE
2213,1,Val do Dubra,TRUE
2214,1,Valdoviño,TRUE
2215,1,Vedra,TRUE
2216,1,Vilarmaior,TRUE
2217,1,Vilasantar,TRUE
2218,1,Vimianzo,TRUE
2219,1,Zas,TRUE
2220,1,Abia de la Obispalía,TRUE
2221,1,"Acebrón, El",TRUE
2222,1,Alarcón,TRUE
2223,1,Albaladejo del Cuende,TRUE
2224,1,Albalate de las Nogueras,TRUE
2225,1,Albendea,TRUE
2226,1,"Alberca de Záncara, La",TRUE
2227,1,Alcalá de la Vega,TRUE
2228,1,Alcantud,TRUE
2229,1,Alcázar del Rey,TRUE
2230,1,Alcohujate,TRUE
2231,1,Alconchel de la Estrella,TRUE
2232,1,Algarra,TRUE
2233,1,Aliaguilla,TRUE
2234,1,"Almarcha, La",TRUE
2235,1,Almendros,TRUE
2236,1,Almodóvar del Pinar,TRUE
2237,1,Almonacid del Marquesado,TRUE
2238,1,Altarejos,TRUE
2239,1,Arandilla del Arroyo,TRUE
2240,1,Arcas,TRUE
2241,1,Arcos de la Sierra,TRUE
2242,1,Arguisuelas,TRUE
2243,1,Arrancacepas,TRUE
2244,1,Atalaya del Cañavate,TRUE
2245,1,Barajas de Melo,TRUE
2246,1,Barchín del Hoyo,TRUE
2247,1,Bascuñana de San Pedro,TRUE
2248,1,Beamud,TRUE
2249,1,Belinchón,TRUE
2250,1,Belmonte,TRUE
2251,1,Belmontejo,TRUE
2252,1,Beteta,TRUE
2253,1,Boniches,TRUE
2254,1,Buciegas,TRUE
2255,1,Buenache de Alarcón,TRUE
2256,1,Buenache de la Sierra,TRUE
2257,1,Buendía,TRUE
2258,1,Campillo de Altobuey,TRUE
2259,1,Campillos-Paravientos,TRUE
2260,1,Campillos-Sierra,TRUE
2261,1,Campos del Paraíso,TRUE
2262,1,Canalejas del Arroyo,TRUE
2263,1,Cañada del Hoyo,TRUE
2264,1,Cañada Juncosa,TRUE
2265,1,Cañamares,TRUE
2266,1,"Cañavate, El",TRUE
2267,1,Cañaveras,TRUE
2268,1,Cañaveruelas,TRUE
2269,1,Cañete,TRUE
2270,1,Cañizares,TRUE
2271,1,Carboneras de Guadazaón,TRUE
2272,1,Cardenete,TRUE
2273,1,Carrascosa,TRUE
2274,1,Carrascosa de Haro,TRUE
2275,1,Casas de Benítez,TRUE
2276,1,Casas de Fernando Alonso,TRUE
2277,1,Casas de Garcimolina,TRUE
2278,1,Casas de Guijarro,TRUE
2279,1,Casas de Haro,TRUE
2280,1,Casas de los Pinos,TRUE
2281,1,Casasimarro,TRUE
2282,1,Castejón,TRUE
2283,1,Castillejo de Iniesta,TRUE
2284,1,Castillejo-Sierra,TRUE
2285,1,Castillo de Garcimuñoz,TRUE
2286,1,Castillo-Albaráñez,TRUE
2287,1,Cervera del Llano,TRUE
2288,1,Chillarón de Cuenca,TRUE
2289,1,Chumillas,TRUE
2290,1,"Cierva, La",TRUE
2291,1,Cuenca,TRUE
2292,1,Cueva del Hierro,TRUE
2293,1,Enguídanos,TRUE
2294,1,Fresneda de Altarejos,TRUE
2295,1,Fresneda de la Sierra,TRUE
2296,1,"Frontera, La",TRUE
2297,1,Fuente de Pedro Naharro,TRUE
2298,1,Fuentelespino de Haro,TRUE
2299,1,Fuentelespino de Moya,TRUE
2300,1,Fuentenava de Jábaga,TRUE
2301,1,Fuentes,TRUE
2302,1,Fuertescusa,TRUE
2303,1,Gabaldón,TRUE
2304,1,Garaballa,TRUE
2305,1,Gascueña,TRUE
2306,1,Graja de Campalbo,TRUE
2307,1,Graja de Iniesta,TRUE
2308,1,Henarejos,TRUE
2309,1,"Herrumblar, El",TRUE
2310,1,"Hinojosa, La",TRUE
2311,1,"Hinojosos, Los",TRUE
2312,1,"Hito, El",TRUE
2313,1,Honrubia,TRUE
2314,1,Hontanaya,TRUE
2315,1,Hontecillas,TRUE
2316,1,Horcajo de Santiago,TRUE
2317,1,Huélamo,TRUE
2318,1,Huelves,TRUE
2319,1,Huérguina,TRUE
2320,1,Huerta de la Obispalía,TRUE
2321,1,Huerta del Marquesado,TRUE
2322,1,Huete,TRUE
2323,1,Iniesta,TRUE
2324,1,Laguna del Marquesado,TRUE
2325,1,Lagunaseca,TRUE
2326,1,Landete,TRUE
2327,1,Ledaña,TRUE
2328,1,Leganiel,TRUE
2329,1,"Majadas, Las",TRUE
2330,1,Mariana,TRUE
2331,1,Masegosa,TRUE
2332,1,"Mesas, Las",TRUE
2333,1,Minglanilla,TRUE
2334,1,Mira,TRUE
2335,1,Monreal del Llano,TRUE
2336,1,Montalbanejo,TRUE
2337,1,Montalbo,TRUE
2338,1,Monteagudo de las Salinas,TRUE
2339,1,Mota de Altarejos,TRUE
2340,1,Mota del Cuervo,TRUE
2341,1,Motilla del Palancar,TRUE
2342,1,Moya,TRUE
2343,1,Narboneta,TRUE
2344,1,Olivares de Júcar,TRUE
2345,1,Olmeda de la Cuesta,TRUE
2346,1,Olmeda del Rey,TRUE
2347,1,Olmedilla de Alarcón,TRUE
2348,1,Olmedilla de Eliz,TRUE
2349,1,Osa de la Vega,TRUE
2350,1,Pajarón,TRUE
2351,1,Pajaroncillo,TRUE
2352,1,Palomares del Campo,TRUE
2353,1,Palomera,TRUE
2354,1,Paracuellos,TRUE
2355,1,Paredes,TRUE
2356,1,"Parra de las Vegas, La",TRUE
2357,1,"Pedernoso, El",TRUE
2358,1,"Pedroñeras, Las",TRUE
2359,1,"Peral, El",TRUE
2360,1,"Peraleja, La",TRUE
2361,1,"Pesquera, La",TRUE
2362,1,"Picazo, El",TRUE
2363,1,Pinarejo,TRUE
2364,1,Pineda de Gigüela,TRUE
2365,1,Piqueras del Castillo,TRUE
2366,1,Portalrubio de Guadamejud,TRUE
2367,1,Portilla,TRUE
2368,1,Poyatos,TRUE
2369,1,Pozoamargo,TRUE
2370,1,Pozorrubielos de la Mancha,TRUE
2371,1,Pozorrubio de Santiago,TRUE
2372,1,"Pozuelo, El",TRUE
2373,1,Priego,TRUE
2374,1,"Provencio, El",TRUE
2375,1,Puebla de Almenara,TRUE
2376,1,Puebla del Salvador,TRUE
2377,1,Quintanar del Rey,TRUE
2378,1,Rada de Haro,TRUE
2379,1,Reíllo,TRUE
2380,1,Rozalén del Monte,TRUE
2381,1,Saceda-Trasierra,TRUE
2382,1,Saelices,TRUE
2383,1,Salinas del Manzano,TRUE
2384,1,Salmeroncillos,TRUE
2385,1,Salvacañete,TRUE
2386,1,San Clemente,TRUE
2387,1,San Lorenzo de la Parrilla,TRUE
2388,1,San Martín de Boniches,TRUE
2389,1,San Pedro Palmiches,TRUE
2390,1,Santa Cruz de Moya,TRUE
2391,1,Santa María de los Llanos,TRUE
2392,1,Santa María del Campo Rus,TRUE
2393,1,Santa María del Val,TRUE
2394,1,Sisante,TRUE
2395,1,Solera de Gabaldón,TRUE
2396,1,Sotorribas,TRUE
2397,1,Talayuelas,TRUE
2398,1,Tarancón,TRUE
2399,1,Tébar,TRUE
2400,1,Tejadillos,TRUE
2401,1,Tinajas,TRUE
2402,1,Torralba,TRUE
2403,1,Torrejoncillo del Rey,TRUE
2404,1,Torrubia del Campo,TRUE
2405,1,Torrubia del Castillo,TRUE
2406,1,Tragacete,TRUE
2407,1,Tresjuncos,TRUE
2408,1,Tribaldos,TRUE
2409,1,Uclés,TRUE
2410,1,Uña,TRUE
2411,1,"Valdecolmenas, Los",TRUE
2412,1,Valdemeca,TRUE
2413,1,Valdemorillo de la Sierra,TRUE
2414,1,Valdemoro-Sierra,TRUE
2415,1,Valdeolivas,TRUE
2416,1,Valdetórtola,TRUE
2417,1,"Valeras, Las",TRUE
2418,1,Valhermoso de la Fuente,TRUE
2419,1,"Valle de Altomira, El",TRUE
2420,1,Valsalobre,TRUE
2421,1,Valverde de Júcar,TRUE
2422,1,Valverdejo,TRUE
2423,1,Vara de Rey,TRUE
2424,1,Vega del Codorno,TRUE
2425,1,Vellisca,TRUE
2426,1,Villaconejos de Trabaque,TRUE
2427,1,Villaescusa de Haro,TRUE
2428,1,Villagarcía del Llano,TRUE
2429,1,Villalba de la Sierra,TRUE
2430,1,Villalba del Rey,TRUE
2431,1,Villalgordo del Marquesado,TRUE
2432,1,Villalpardo,TRUE
2433,1,Villamayor de Santiago,TRUE
2434,1,Villanueva de Guadamejud,TRUE
2435,1,Villanueva de la Jara,TRUE
2436,1,Villar de Cañas,TRUE
2437,1,Villar de Domingo García,TRUE
2438,1,Villar de la Encina,TRUE
2439,1,Villar de Olalla,TRUE
2440,1,Villar del Humo,TRUE
2441,1,Villar del Infantado,TRUE
2442,1,Villar y Velasco,TRUE
2443,1,Villarejo de Fuentes,TRUE
2444,1,Villarejo de la Peñuela,TRUE
2445,1,Villarejo-Periesteban,TRUE
2446,1,Villares del Saz,TRUE
2447,1,Villarrubio,TRUE
2448,1,Villarta,TRUE
2449,1,Villas de la Ventosa,TRUE
2450,1,Villaverde y Pasaconsol,TRUE
2451,1,Víllora,TRUE
2452,1,Vindel,TRUE
2453,1,Yémeda,TRUE
2454,1,Zafra de Záncara,TRUE
2455,1,Zafrilla,TRUE
2456,1,Zarza de Tajo,TRUE
2457,1,Zarzuela,TRUE
2458,1,Agullana,TRUE
2459,1,Aiguaviva,TRUE
2460,1,Albanyà,TRUE
2461,1,Albons,TRUE
2462,1,Alp,TRUE
2463,1,Amer,TRUE
2464,1,Anglès,TRUE
2465,1,Arbúcies,TRUE
2466,1,Argelaguer,TRUE
2467,1,"Armentera, L'",TRUE
2468,1,Avinyonet de Puigventós,TRUE
2469,1,Banyoles,TRUE
2470,1,Bàscara,TRUE
2471,1,Begur,TRUE
2472,1,Bellcaire d'Empordà,TRUE
2473,1,Besalú,TRUE
2474,1,Bescanó,TRUE
2475,1,Beuda,TRUE
2476,1,"Bisbal d'Empordà, La",TRUE
2477,1,Biure,TRUE
2478,1,Blanes,TRUE
2479,1,Boadella i les Escaules,TRUE
2480,1,Bolvir,TRUE
2481,1,Bordils,TRUE
2482,1,Borrassà,TRUE
2483,1,Breda,TRUE
2484,1,Brunyola i Sant Martí Sapresa,TRUE
2485,1,Cabanelles,TRUE
2486,1,Cabanes,TRUE
2487,1,Cadaqués,TRUE
2488,1,Caldes de Malavella,TRUE
2489,1,Calonge i Sant Antoni,TRUE
2490,1,Camós,TRUE
2491,1,Campdevànol,TRUE
2492,1,Campelles,TRUE
2493,1,Campllong,TRUE
2494,1,Camprodon,TRUE
2495,1,Canet d'Adri,TRUE
2496,1,Cantallops,TRUE
2497,1,Capmany,TRUE
2498,1,Cassà de la Selva,TRUE
2499,1,"Castell d'Aro, Platja d'Aro i s'Agaró",TRUE
2500,1,Castellfollit de la Roca,TRUE
2501,1,Castelló d'Empúries,TRUE
2502,1,"Cellera de Ter, La",TRUE
2503,1,Celrà,TRUE
2504,1,Cervià de Ter,TRUE
2505,1,Cistella,TRUE
2506,1,Colera,TRUE
2507,1,Colomers,TRUE
2508,1,Corçà,TRUE
2509,1,Cornellà del Terri,TRUE
2510,1,Crespià,TRUE
2511,1,"Cruïlles, Monells i Sant Sadurní de l'Heura",TRUE
2512,1,Darnius,TRUE
2513,1,Das,TRUE
2514,1,"Escala, L'",TRUE
2515,1,Espinelves,TRUE
2516,1,Espolla,TRUE
2517,1,Esponellà,TRUE
2518,1,"Far d'Empordà, El",TRUE
2519,1,Figueres,TRUE
2520,1,Flaçà,TRUE
2521,1,Foixà,TRUE
2522,1,Fontanals de Cerdanya,TRUE
2523,1,Fontanilles,TRUE
2524,1,Fontcoberta,TRUE
2525,1,Forallac,TRUE
2526,1,Fornells de la Selva,TRUE
2527,1,Fortià,TRUE
2528,1,Garrigàs,TRUE
2529,1,Garrigoles,TRUE
2530,1,Garriguella,TRUE
2531,1,Ger,TRUE
2532,1,Girona,TRUE
2533,1,Gombrèn,TRUE
2534,1,Gualta,TRUE
2535,1,Guils de Cerdanya,TRUE
2536,1,Hostalric,TRUE
2537,1,Isòvol,TRUE
2538,1,Jafre,TRUE
2539,1,"Jonquera, La",TRUE
2540,1,Juià,TRUE
2541,1,Lladó,TRUE
2542,1,Llagostera,TRUE
2543,1,Llambilles,TRUE
2544,1,Llanars,TRUE
2545,1,Llançà,TRUE
2546,1,Llers,TRUE
2547,1,Llívia,TRUE
2548,1,Lloret de Mar,TRUE
2549,1,"Llosses, Les",TRUE
2550,1,Maçanet de Cabrenys,TRUE
2551,1,Maçanet de la Selva,TRUE
2552,1,Madremanya,TRUE
2553,1,Maià de Montcal,TRUE
2554,1,Masarac i Vilarnadal,TRUE
2555,1,Massanes,TRUE
2556,1,Meranges,TRUE
2557,1,Mieres,TRUE
2558,1,Mollet de Peralada,TRUE
2559,1,Molló,TRUE
2560,1,Montagut i Oix,TRUE
2561,1,Mont-ras,TRUE
2562,1,Navata,TRUE
2563,1,Ogassa,TRUE
2564,1,Olot,TRUE
2565,1,Ordis,TRUE
2566,1,Osor,TRUE
2567,1,Palafrugell,TRUE
2568,1,Palamós,TRUE
2569,1,Palau de Santa Eulàlia,TRUE
2570,1,Palau-sator,TRUE
2571,1,Palau-saverdera,TRUE
2572,1,Palol de Revardit,TRUE
2573,1,Pals,TRUE
2574,1,Pardines,TRUE
2575,1,Parlavà,TRUE
2576,1,Pau,TRUE
2577,1,Pedret i Marzà,TRUE
2578,1,"Pera, La",TRUE
2579,1,Peralada,TRUE
2580,1,"Planes d'Hostoles, Les",TRUE
2581,1,Planoles,TRUE
2582,1,Pont de Molins,TRUE
2583,1,Pontós,TRUE
2584,1,Porqueres,TRUE
2585,1,"Port de la Selva, El",TRUE
2586,1,Portbou,TRUE
2587,1,"Preses, Les",TRUE
2588,1,Puigcerdà,TRUE
2589,1,Quart,TRUE
2590,1,Queralbs,TRUE
2591,1,Rabós,TRUE
2592,1,Regencós,TRUE
2593,1,Ribes de Freser,TRUE
2594,1,Riells i Viabrea,TRUE
2595,1,Ripoll,TRUE
2596,1,Riudarenes,TRUE
2597,1,Riudaura,TRUE
2598,1,Riudellots de la Selva,TRUE
2599,1,Riumors,TRUE
2600,1,Roses,TRUE
2601,1,Rupià,TRUE
2602,1,Sales de Llierca,TRUE
2603,1,Salt,TRUE
2604,1,Sant Andreu Salou,TRUE
2605,1,Sant Aniol de Finestres,TRUE
2606,1,Sant Climent Sescebes,TRUE
2607,1,Sant Feliu de Buixalleu,TRUE
2608,1,Sant Feliu de Guíxols,TRUE
2609,1,Sant Feliu de Pallerols,TRUE
2610,1,Sant Ferriol,TRUE
2611,1,Sant Gregori,TRUE
2612,1,Sant Hilari Sacalm,TRUE
2613,1,Sant Jaume de Llierca,TRUE
2614,1,Sant Joan de les Abadesses,TRUE
2615,1,Sant Joan de Mollet,TRUE
2616,1,Sant Joan les Fonts,TRUE
2617,1,Sant Jordi Desvalls,TRUE
2618,1,Sant Julià de Ramis,TRUE
2619,1,Sant Julià del Llor i Bonmatí,TRUE
2620,1,Sant Llorenç de la Muga,TRUE
2621,1,Sant Martí de Llémena,TRUE
2622,1,Sant Martí Vell,TRUE
2623,1,Sant Miquel de Campmajor,TRUE
2624,1,Sant Miquel de Fluvià,TRUE
2625,1,Sant Mori,TRUE
2626,1,Sant Pau de Segúries,TRUE
2627,1,Sant Pere Pescador,TRUE
2628,1,Santa Coloma de Farners,TRUE
2629,1,Santa Cristina d'Aro,TRUE
2630,1,Santa Llogaia d'Àlguema,TRUE
2631,1,Santa Pau,TRUE
2632,1,Sarrià de Ter,TRUE
2633,1,"Saus, Camallera i Llampaies",TRUE
2634,1,"Selva de Mar, La",TRUE
2635,1,Serinyà,TRUE
2636,1,Serra de Daró,TRUE
2637,1,Setcases,TRUE
2638,1,Sils,TRUE
2639,1,Siurana,TRUE
2640,1,Susqueda,TRUE
2641,1,"Tallada d'Empordà, La",TRUE
2642,1,Terrades,TRUE
2643,1,Torrent,TRUE
2644,1,Torroella de Fluvià,TRUE
2645,1,Torroella de Montgrí,TRUE
2646,1,Tortellà,TRUE
2647,1,Toses,TRUE
2648,1,Tossa de Mar,TRUE
2649,1,Ullà,TRUE
2650,1,Ullastret,TRUE
2651,1,Ultramort,TRUE
2652,1,Urús,TRUE
2653,1,"Vajol, La",TRUE
2654,1,"Vall de Bianya, La",TRUE
2655,1,"Vall d'en Bas, La",TRUE
2656,1,Vallfogona de Ripollès,TRUE
2657,1,Vall-llobrega,TRUE
2658,1,Ventalló,TRUE
2659,1,Verges,TRUE
2660,1,Vidrà,TRUE
2661,1,Vidreres,TRUE
